work_year,experience_level,employment_type,job_title, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,BI Analyst,"$135,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Science Manager,"$104,500 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Science Manager,"$70,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Science Consultant,"$90,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Science Consultant,"$70,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$153,600 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$106,800 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$90,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Research Scientist,"$185,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Research Scientist,"$125,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$127,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$94,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$210,550 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$153,300 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$200,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$150,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$161,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$119,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$175,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$145,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$148,750 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analytics Specialist,"$105,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analytics Specialist,"$85,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$215,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$146,300 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,AI Developer,"$214,618 ",Germany,Remote,Germany,Large
2023,Mid-level,Full-Time,Data Engineer,"$72,000 ",Mexico,Remote,Mexico,Medium
2023,Mid-level,Full-Time,Data Engineer,"$60,000 ",Mexico,Remote,Mexico,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$153,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$122,700 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$260,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$186,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$123,900 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Research Scientist,"$340,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Research Scientist,"$150,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$153,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$122,700 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$250,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$175,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$64,385 ",France,Partially Remote,France,Medium
2023,Senior-level,Full-Time,Data Analyst,"$185,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$121,700 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$153,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$106,800 ",United States,On-site,United States,Medium
2023,Senior-level,Freelance,Software Data Engineer,"$50,000 ",Nigeria,Partially Remote,Australia,Medium
2023,Entry-level,Full-Time,Data Analyst,"$100,000 ",Uzbekistan,Remote,United States,Large
2023,Senior-level,Full-Time,Machine Learning Engineer,"$247,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$172,200 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$310,000 ",United States,Remote,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$239,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$125,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$110,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$150,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$149,076 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$82,365 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$146,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$75,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$139,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$109,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$139,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$109,400 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$149,600 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$102,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$97,218 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Analyst,"$48,609 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$95,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$85,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$185,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$121,700 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Scientist,"$150,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Scientist,"$100,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$150,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$97,750 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$201,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$122,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$120,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$116,990 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$82,920 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$185,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$129,300 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Scientist,"$200,000 ",United States,On-site,United States,Small
2023,Mid-level,Full-Time,Machine Learning Scientist,"$125,000 ",United States,On-site,United States,Small
2023,Senior-level,Full-Time,Data Scientist,"$201,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$122,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$204,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$142,200 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Manager,"$155,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Manager,"$140,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Infrastructure Engineer,"$205,920 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Infrastructure Engineer,"$171,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$121,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$78,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$154,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$116,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$190,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$136,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$78,990 ",United Kingdom,Remote,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Analyst,"$43,809 ",United Kingdom,Remote,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Analyst,"$180,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$110,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$275,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$183,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$170,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$154,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$116,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$200,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$127,599 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Engineer,"$103,294 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$153,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$106,800 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$85,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$225,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$156,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$150,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$163,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$126,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$145,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$90,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$204,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$142,200 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$95,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$85,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$167,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$106,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$163,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$126,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analytics Manager,"$155,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analytics Manager,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$250,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$200,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$260,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$186,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$200,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$150,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$48,289 ",Spain,On-site,Spain,Medium
